title,price,count,rating,info_dict
Пуховик короткий зимний на молнии куртка теплая пух перо,4757,57,4.3,"{'Размер на модели': 'S', 'Рост модели на фото': '175 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': 'объемы 82-60-92', 'Утеплитель': 'утиный пух; перо', 'Плотность синтетического утеплителя': '240 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; кнопки', 'Сезон': 'зима; демисезон', 'Артикул': '189564246', 'Состав': 'полиэстер, пух, утиный пух'}"
Пуховик длинный приталенный,9089,477,4.7,"{'Цвет': 'золотистый; черный; глубокий черный; золотисто-бежевый; светло-золотистый', 'Размер на модели': '42 ( 173 рост )', 'Рост модели на фото': '173 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '84-66-92', 'Утеплитель': 'Био-Пух', 'Температурный режим': 'от 0 до - 30 С', 'Плотность синтетического утеплителя': '400 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'Полиэстер -100%', 'Вид застежки': 'кнопки и молния', 'Опции капюшона': 'не съемный', 'Опции опушки': 'Без опушки и меха', 'Тип карманов': 'В шве, скрытые карманы', 'Сезон': 'зима', 'Артикул': '118087775', 'Состав': 'полиэстер 100%'}"
куртка зимняя с капюшоном укороченная,4048,220,4.6,"{'Размер на модели': '52', 'Рост модели на фото': '181 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '103-79-98', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от 0 до -25', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'Базовая модель', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'нашивка на рукаве', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '181095693', 'Состав': 'полиэстeр, холлофайбер'}"
Пальто оверсайз драповое длинное с поясом,7558,366,4.5,"{'Цвет': 'молочный; розовый; бежевый; пудровый; кремово-белый', 'Размер на модели': 'S', 'Рост модели на фото': '169 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '79-59-84', 'Утеплитель': 'без утеплителя', 'Температурный режим': 'от -5 до +15', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'пуговицы; кнопки', 'Особенности модели': 'оверсайз', 'Длина изделия по спинке': '117 см', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'запах', 'Сезон': 'зима; демисезон', 'Артикул': '173282290', 'Состав': 'шерсть, вискоза, полиэстер'}"
Куртка бомбер утепленный зимний с мехом,3519,10,4.7,"{'Цвет': 'черный', 'Размер на модели': 'средняя', 'Утеплитель': 'Плюшевый мех', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'ветрозащита', 'Декоративные элементы': 'лента', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '191119137', 'Состав': '100% хлопок, 100% полиэстер.'}"
Пальто,13600,,Нет оценок,"{'Размер на модели': '46', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'до -10', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Турция', 'Вид застежки': 'пуговицы', 'Особенности модели': 'большие размеры, для высоких, для невысоких, подарки мужчинам, полупальто, для мальчика, подростка', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '100 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '198452727', 'Состав': 'Шерсть 75%, Полиэстер 25%'}"
Куртка зимняя с капюшоном стеганая,2480,1095,4.7,"{'Утеплитель': 'полиэстер', 'Температурный режим': 'до -25 °C', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '173270211', 'Состав': 'полиэстер'}"
Пуховик зимний длинный оверсайз,8583,20,4.4,"{'Цвет': 'серо-зеленый', 'Размер на модели': '48', 'Рост модели на фото': '168 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '84-66-92', 'Утеплитель': 'био пух', 'Температурный режим': 'от +5 °C до -30 °C', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'пуховик женский зимний длинный оверсайз', 'Тип карманов': 'в шве', 'Сезон': 'зима', 'Артикул': '184325906', 'Состав': 'верх-полиэстер -100%,подклад-полиэстер-100%,утеплитель-био-пух'}"
Пальто,12920,81,4.4,"{'Цвет': 'коричневый', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'до -10', 'Материал подкладки': 'флис; полиэстер', 'Страна производства': 'Турция', 'Вид застежки': 'пуговицы', 'Особенности модели': 'большие размеры, для высоких, для невысоких, подарки мужчинам, полупальто, для мальчика, подростка', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '90 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'Подклад из флиса, с внутренними карманами', 'Сезон': 'зима; демисезон', 'Артикул': '177717225', 'Состав': 'шерсть 55%, полиэстер 45%'}"
Пуховик зимний куртка подростковая,4480,948,4.9,"{'Цвет': 'хаки; темный хаки; зеленый; темная зеленая оливка; оливково-зеленый', 'Размер на модели': '158', 'Рост модели на фото': '160 см', 'Утеплитель': 'синтепон; холлофайбер; флис', 'Температурный режим': 'от 0 °C до -30 °C', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'Полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'Ветрозащита влагонепроницаемость', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '188829147', 'Состав': 'холлофайбер'}"
куртка длинная зимняя утепленная,4880,1750,4.7,"{'Цвет': 'черный', 'Размер на модели': 'XS', 'Рост модели на фото': '178 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '84-61-89', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от 0 °C до -35 °C', 'Материал подкладки': 'Холлофайбер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'Теплостойкость', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'карманы', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '177802403', 'Состав': 'полиэстер, вискоза'}"
Пальто стеганое большие размеры,9600,2,4.5,"{'Цвет': 'какао', 'Утеплитель': 'термофин', 'Температурный режим': 'от +5 °C до -25 °C', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': '50% полиэстер, 50% вискоза', 'Страна производства': 'Россия', 'Вид застежки': 'кнопки пришивные', 'Особенности модели': 'удобное лекало', 'Опции капюшона': 'несъемный капюшон', 'Длина изделия по спинке': '117 см', 'Опции опушки': 'несъемная опушка', 'Декоративные элементы': 'молнии', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'карман', 'Сезон': 'зима; демисезон', 'Артикул': '197462475', 'Состав': '100% полиэстер'}"
Пальто,12920,131,4.4,"{'Утеплитель': 'синтепон', 'Температурный режим': 'до -10', 'Материал подкладки': 'флис; полиэстер', 'Страна производства': 'Турция', 'Вид застежки': 'пуговицы', 'Особенности модели': 'большие размеры, для высоких, для невысоких, подарки мужчинам, полупальто, для мальчика, подростка', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '93 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '136870897', 'Состав': 'шерсть 55%, полиэстер 45%'}"
Пальто,12920,35,4.4,"{'Цвет': 'коричневый; бежевый', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'до -10', 'Материал подкладки': 'флис; полиэстер', 'Страна производства': 'Турция', 'Вид застежки': 'пуговицы', 'Особенности модели': 'большие размеры, для высоких, для невысоких, подарки мужчинам, полупальто, для мальчика, подростка', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '90 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'Подклад из флиса, с внутренними карманами', 'Сезон': 'зима; демисезон', 'Артикул': '177717220', 'Состав': 'шерсть 55%, полиэстер 45%'}"
Джинсовое пальто тренч зимнее с мехом,6690,418,4.5,"{'Размер на модели': 'S-M', 'Рост модели на фото': '164 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '79-60-85', 'Утеплитель': 'искусственный мех', 'Температурный режим': 'от -10 °C до -20 °C', 'Материал подкладки': 'искусственный мех', 'Страна производства': 'Россия', 'Вид застежки': 'пуговицы', 'Особенности модели': 'двубортное', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '123 см', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'с меховым воротником', 'Тип карманов': 'накладные', 'Конструктивные элементы': 'с подкладкой', 'Сезон': 'зима; демисезон', 'Артикул': '180657188', 'Состав': 'деним, хлопок, джинсовая ткань'}"
Пальто зимнее двустороннее утепленное с капюшоном экомех,12384,2562,4.8,"{'Цвет': 'черный', 'Сезон': 'зима', 'Артикул': '194971901'}"
Пальто,12920,37,4.4,"{'Утеплитель': 'холлофайбер', 'Температурный режим': 'до -10', 'Материал подкладки': 'флис; полиэстер', 'Страна производства': 'Турция', 'Вид застежки': 'пуговицы', 'Особенности модели': 'большие размеры, для высоких, для невысоких, подарки мужчинам, полупальто, для мальчика, подростка', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '90 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'Подклад из флиса, с внутренними карманами', 'Сезон': 'зима; демисезон', 'Артикул': '177715300', 'Состав': 'шерсть 55%, полиэстер 45%'}"
Пуховик зимний длинный с капюшоном,4797,79,4.2,"{'Цвет': 'черный; черный матовый', 'Размер на модели': '44', 'Рост модели на фото': '174 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '92-66-92', 'Температурный режим': 'от -10 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'большой капюшон', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'с капюшоном', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '177708944', 'Состав': '100% полиэстер'}"
Куртка мужская,2272,224,4.9,"{'Цвет': 'черный', 'Утеплитель': 'полиэстер', 'Плотность синтетического утеплителя': '260 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '178611911', 'Состав': 'нейлон 100%'}"
Пальто,13600,,Нет оценок,"{'Размер на модели': '46', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'до -10', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Турция', 'Вид застежки': 'пуговицы', 'Особенности модели': 'большие размеры, для высоких, для невысоких, подарки мужчинам, полупальто, для мальчика, подростка', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '100 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '198452724', 'Состав': 'Шерсть 75%, Полиэстер 25%'}"
Пальто,12920,81,4.4,"{'Цвет': 'песочный; желтый; коричневый', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'до -10', 'Материал подкладки': 'флис; полиэстер', 'Страна производства': 'Турция', 'Вид застежки': 'пуговицы', 'Особенности модели': 'большие размеры, для высоких, для невысоких, подарки мужчинам, полупальто, для мальчика, подростка', 'Опции капюшона': 'без капюшона', 'Длина изделия по спинке': '90 см', 'Опции опушки': 'без опушки', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'Подклад из флиса, с внутренними карманами', 'Сезон': 'зима; демисезон', 'Артикул': '177496622', 'Состав': 'шерсть 55%, полиэстер 45%'}"
Куртка зимняя с капюшоном,3072,12,4.8,"{'Цвет': 'мятный', 'Размер на модели': 'М', 'Рост модели на фото': '172 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '88-60-90', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от -5 °C до -20 °C', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'накладные', 'Сезон': 'зима; демисезон', 'Артикул': '185397991', 'Состав': 'полиэстер'}"
Куртка зимняя утепленная стеганая с мехом пилот,5894,810,4.7,"{'Цвет': 'оливковый', 'Размер на модели': '44', 'Рост модели на фото': '170 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '86-60-91', 'Утеплитель': 'синтепон', 'Температурный режим': 'от +10 °C до -10 °C', 'Плотность синтетического утеплителя': '260 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Беларусь', 'Вид застежки': 'кнопки', 'Особенности модели': 'утепленная, осень-зима', 'Опции капюшона': 'без капюшона', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'Мех искусственный', 'Тип карманов': 'в шве', 'Сезон': 'демисезон', 'Артикул': '122829753', 'Состав': 'полиэстер'}"
Куртка женская оверсайз демисезонная дутая базовая,2594,290,4.3,"{'Цвет': 'темно-серый', 'Утеплитель': 'синтепух', 'Температурный режим': 'от 0 °C до -10 °C', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Опции капюшона': 'без капюшона', 'Опции опушки': 'без опушки', 'Тип карманов': 'в шве', 'Артикул': '178311079', 'Состав': '100% полиэстер, Подкладка: 100% полиэстер, Утеплитель: 100% полиэстер'}"
Пуховик зимний с капюшоном оверсайз,4712,13,5,"{'Цвет': 'оливковый', 'Размер на модели': '50-52', 'Рост модели на фото': '175 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '112-82-115', 'Утеплитель': 'холлофайбер', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Китай', 'Вид застежки': 'молния; кнопки', 'Опции капюшона': 'несъемный капюшон', 'Декоративные элементы': 'карманы', 'Конструктивные элементы': 'классическая модель', 'Сезон': 'зима', 'Артикул': '178179779', 'Состав': 'холлофайбер'}"
Пальто еврозима с капюшоном и мембраной длинное утепленное,27208,47,4.8,"{'Цвет': 'инжирный; пастельно-фиолетовый', 'Размер на модели': '42', 'Рост модели на фото': '175 см', 'Утеплитель': 'Мембрана', 'Температурный режим': 'до -15 °C, зима весна осень', 'Материал подкладки': 'вискоза -45%, полиэстер - 55%', 'Страна производства': 'Россия', 'Вид застежки': 'пуговицы', 'Особенности модели': 'работы для учебу школа свидание праздник свадьба спорт туризм и отдых, повседневная одежда', 'Опции капюшона': 'съемный капюшон', 'Длина изделия по спинке': '112 см', 'Опции опушки': 'пуховик без опушки', 'Декоративные элементы': 'легкое красивое стильное модное элегантное эффектное уютное casual теплое удобное ткань premium', 'Тип карманов': 'прорезные', 'Конструктивные элементы': 'на торжество нарядное базовое драповое спортивное oversize полупальто оверсайз, подарок на праздник', 'Сезон': 'зима; демисезон', 'Артикул': '181975474', 'Состав': 'шерсть 50%, полиэстер 50%'}"
Куртка мужская зимняя с капюшоном,6240,210,4.7,"{'Цвет': 'черный', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от +5 °C до -30 °C', 'Плотность синтетического утеплителя': '200 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'влагонепроницаемость', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'накладные', 'Сезон': 'зима; демисезон', 'Артикул': '188497598', 'Состав': 'холлофайбер'}"
Куртка мужская зимняя короткая с капюшоном,3840,640,4.6,"{'Цвет': 'черный', 'Размер на модели': '52', 'Рост модели на фото': '192 см', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от +5 °C до -30 °C', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'с капюшоном', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '178940974', 'Состав': 'полиэстер'}"
Пуховик зимний длинный с капюшоном оверсайз одеяло,4896,60,4.6,"{'Размер на модели': 'M', 'Рост модели на фото': '170 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '85-66-90', 'Утеплитель': 'Холлофайбер', 'Температурный режим': 'от +5 °C до -30 °C', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'кнопки; молния', 'Особенности модели': 'парка удлиненная винтаж casual oversize', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'накладные', 'Сезон': 'демисезон; зима', 'Артикул': '98365538', 'Состав': 'полиэстер 100%'}"
Куртка зимняя удлиненная еврозима,3596,2838,4.6,"{'Размер на модели': '50', 'Рост модели на фото': '183 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '106-88-98', 'Утеплитель': 'синтепон', 'Температурный режим': 'от 0 °C до -20 °C', 'Плотность синтетического утеплителя': '200 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'большие карманы', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'накладные', 'Сезон': 'зима; демисезон', 'Артикул': '177639577', 'Состав': 'полиэстер'}"
Дубленка с мехом верхняя одежда,13680,537,4.7,"{'Цвет': 'черный', 'Размер на модели': '48', 'Рост модели на фото': '170 см', 'Утеплитель': 'искусственный мех', 'Температурный режим': '-15 + 5', 'Страна производства': 'Китай', 'Материал подкладки': 'без подкладки', 'Вид застежки': 'молния; пряжка', 'Особенности модели': 'пальто верхнее', 'Опции капюшона': 'Капюшон не остегивается', 'Опции опушки': 'искусственная опушка', 'Декоративные элементы': 'куртка с мехом', 'Тип карманов': 'прорезные карманы', 'Сезон': 'зима; демисезон', 'Артикул': '166878754', 'Состав': 'экокожа'}"
Пуховик зимний с капюшоном,3584,708,4.3,"{'Цвет': 'кофейный', 'Размер на модели': 'M', 'Рост модели на фото': '173 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '88-60-91', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'До -25 градусов С', 'Плотность синтетического утеплителя': '430 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'удлиненная теплая модель', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'нет', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '179436709', 'Состав': 'полиэстер, холлофайбер'}"
Куртка зимняя короткая с капюшоном осень -30,1517,219,4.7,"{'Размер на модели': '42', 'Рост модели на фото': '176 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '89-60-90', 'Утеплитель': 'Холлофайбер 100%', 'Температурный режим': 'от +0 до - 30 градусов', 'Плотность синтетического утеплителя': '300 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния; шнурок в капюшоне', 'Особенности модели': 'куртка спортивная зимняя больших размеров', 'Опции капюшона': 'съемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'цветные вставки', 'Тип карманов': 'Накладаные карманы', 'Сезон': 'зима; демисезон', 'Артикул': '97832791', 'Состав': 'полиэстер 100%'}"
Куртка удлиненная,3360,5625,4.6,"{'Цвет': 'бордовый', 'Рост модели на фото': '165 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '90-62-92', 'Утеплитель': 'синтепон', 'Температурный режим': 'от +5 °C до -10 °C', 'Плотность синтетического утеплителя': '150 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния', 'Особенности модели': 'удлиненная', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'ветрозащита', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '134555356', 'Состав': 'полиэстeр'}"
Куртка-пуховик демисезонная с воротником-стойкой,2403,131,4.8,"{'Цвет': 'черный', 'Размер на модели': 'S', 'Рост модели на фото': '176 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '76-55-88', 'Утеплитель': 'полиэстер', 'Температурный режим': 'от +5 °C до -10 °C', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'нет', 'Опции капюшона': 'без капюшона', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Сезон': 'круглогодичный', 'Артикул': '172746927', 'Состав': 'полиэстер 100%'}"
Пуховик,10191,50,4.8,"{'Утеплитель': 'пух; перо', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния', 'Особенности модели': 'каждый день', 'Опции капюшона': 'несъемный капюшон', 'Декоративные элементы': 'без элементов', 'Сезон': 'зима', 'Артикул': '178233948', 'Состав': 'полиэстер, утиный пух серый, утиное перо серое'}"
Куртка зимняя с капюшоном оверсайз,4047,296,4.6,"{'Цвет': 'фуксия', 'Размер на модели': 'XS (42)', 'Рост модели на фото': '165 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '78-56-84', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от +10 °C до -10 °C', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Россия', 'Вид застежки': 'молния; ветрозащитный клапан с кнопками', 'Особенности модели': 'оверсайз', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'стежка', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '174392523', 'Состав': '100% полиэстер'}"
Куртка женская удлиненная с капюшоном осень,2113,21,3.7,"{'Цвет': 'молочный', 'Размер на модели': 'M', 'Рост модели на фото': '166 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '92-63-93', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от +15 до -10 градусов', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'кнопки; молния', 'Особенности модели': 'куртка женская осень удлиненная', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'куртка женская зимняя', 'Тип карманов': 'прорезные', 'Сезон': 'зима; демисезон', 'Артикул': '180922472', 'Состав': 'Полиэстер, холлофайбер'}"
Куртка зимняя пуховик с капюшоном оверсайз,4400,1197,4.7,"{'Размер на модели': '48', 'Рост модели на фото': '170 см', 'Параметры модели на фото (ОГ-ОТ-ОБ)': '96-76-102', 'Утеплитель': 'синтепон', 'Температурный режим': 'от -5 °C до -20 °C', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'полиэстер', 'Страна производства': 'Китай', 'Вид застежки': 'молния', 'Особенности модели': 'зимняя куртка женская', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'без элементов', 'Тип карманов': 'прорезные', 'Сезон': 'демисезон; зима', 'Артикул': '187372393', 'Состав': 'полиэстер'}"
Пальто зимнее утепленное с капюшоном,3760,13,4.8,"{'Цвет': 'черный', 'Размер на модели': '140', 'Рост модели на фото': '140 см', 'Утеплитель': 'холлофайбер', 'Температурный режим': 'от -5 °C до -20 °C', 'Плотность синтетического утеплителя': '250 г/кв.м', 'Материал подкладки': 'флис', 'Страна производства': 'Китай', 'Вид застежки': 'молния; липучка', 'Особенности модели': 'ветрозащита', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'логотип', 'Тип карманов': 'накладные', 'Конструктивные элементы': 'карабины на карманах', 'Сезон': 'зима', 'Артикул': '186761911', 'Состав': 'полиэстер'}"
Пуховик женский зимний теплый - 25,8971,7,4.9,"{'Цвет': 'черный', 'Размер на модели': '44', 'Утеплитель': 'Hoopon', 'Температурный режим': 'От +10 °С до -25 °С', 'Плотность синтетического утеплителя': '350 г/кв.м', 'Страна производства': 'Россия', 'Материал подкладки': 'нейлон', 'Вид застежки': 'молния; кнопки', 'Особенности модели': 'Мембранная водоотталкивающая ткань.', 'Опции капюшона': 'несъемный капюшон', 'Опции опушки': 'без опушки', 'Тип карманов': 'боковая листочка', 'Сезон': 'зима', 'Артикул': '136871007', 'Состав': '100% нейлон'}"
Пуховик зимний длинный с капюшоном,8096,2874,4.7,"{'Размер на модели': '44 (172)', 'Рост модели на фото': '172 см', 'Утеплитель': 'био пух', 'Температурный режим': 'От 0° до -30°', 'Плотность синтетического утеплителя': '350 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; Молния металлическая', 'Особенности модели': 'куртка женская оверсайз', 'Опции капюшона': 'защита от ветра от холода', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'пуховик женский зимний длинный', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '9273146', 'Состав': 'полиэстер'}"
Пуховик зимний длинный с капюшоном,8160,2874,4.7,"{'Размер на модели': '44 (172)', 'Рост модели на фото': '172 см', 'Утеплитель': 'био пух', 'Температурный режим': 'От 0° до -30°', 'Плотность синтетического утеплителя': '350 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; Молния металлическая', 'Особенности модели': 'куртка женская оверсайз', 'Опции капюшона': 'защита от ветра от холода', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'пуховик женский зимний длинный', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '9273145', 'Состав': 'полиэстер'}"
Пуховик зимний длинный с капюшоном,8160,2874,4.7,"{'Размер на модели': '44 (172)', 'Рост модели на фото': '172 см', 'Утеплитель': 'био пух', 'Температурный режим': 'От 0° до -30°', 'Плотность синтетического утеплителя': '350 г/кв.м', 'Страна производства': 'Китай', 'Материал подкладки': 'полиэстер', 'Вид застежки': 'молния; Молния металлическая', 'Особенности модели': 'теплая удлиненная куртка', 'Опции капюшона': 'защита от ветра от холода', 'Опции опушки': 'без опушки', 'Декоративные элементы': 'пуховик женский зимний длинный', 'Тип карманов': 'прорезные', 'Сезон': 'зима', 'Артикул': '13870367', 'Состав': 'полиэстер, био пух'}"
